short_name,long_name,age,potential,
G. van der Wiel,Gregory van der Wiel,26,80,
G. Sigurðsson,Gylfi Þór Sigurðsson,24,80,
I. Popov,Ivelin Popov,26,80,
C. Zambrano,Carlos Augusto Zambrano Ochandarte,24,80,
Balenziaga,Mikel Balenziaga Oruesagasti,26,80,
Maicon,Maicon Pereira Roque,25,80,
Vitolo,Víctor Machín Pérez,24,80,
N. Chadli,Nacer Chadli,24,80,
L. Bangoura,Alhassane Bangoura,22,80,
M. Richards,Micah Richards,26,79,
A. Modeste,Anthony Modeste,26,79,
N. Amrabat,Nordin Amrabat,27,79,
M. Arnautović,Marko Arnautović,25,79,
S. de Jong,Siem de Jong,25,79,
K. Großkreutz,Kevin Großkreutz,25,79,
J. Ruddy,John Ruddy,27,78,
C. Zapata,Cristian Eduardo Zapata Valencia,27,78,
L. Pratto,Lucas David Pratto,26,78,
O. Şahan,Olcay Şahan,27,78,
José Cañas,José Alberto Cañas Ruíz-Herrera,27,78,
M. Stekelenburg,Maarten Stekelenburg,31,77,
Ricardo Carvalho,Ricardo Alberto Silveira de Carvalho,36,77,
S. Keita,Seydou Kéita,34,77,
S. Distin,Sylvain Distin,36,77,
P. Mexès,Philippe Mexès,32,77,
F. Malouda,Florent  Malouda,34,77,
C. Samba,Christopher Veijeany Samba,30,77,
S. Mauri,Stefano Mauri,34,77,
Maxwell,Maxwell Scherrer Cabelino Andrade,32,77,
S. Downing,Stewart Downing,29,77,
Gurpegi,Carlos Gurpegi Nausia,33,77,
S. Lichtsteiner,Stephan Lichtsteiner,30,77,
M. Rodríguez,Maximiliano Rubén Rodríguez,33,77,
Óscar,Óscar Javier González Marcos,31,77,
David Navarro,David Navarro Pedrós,34,77,
Reyes,José Antonio Reyes Calderón,30,77,
S. Ignashevich,Sergey Ignashevich,34,77,
J. Jones,Jermaine Jones,32,77,
H. Campagnaro,Hugo Armando Campagnaro,34,77,
S. İnan,Selçuk İnan,29,77,
L. Cana,Lorik Agim Cana,30,77,
A. Lindegaard,Anders Lindegaard,30,77,
D. Baier,Daniel Baier,30,77,
O. Martins,Obafemi Akinwunmi Martins,29,77,
K. Agassa,Kossi Agassa,35,77,
Ruben Amorim,Ruben Filipe Marques Amorim,29,77,
G. Denis,Germán Gustavo Denis,32,77,
J. Sosa,José Ernesto Sosa,29,77,
Diego Castro,Diego Castro Giménez,31,77,
L. Podolski,Lukas Podolski,29,77,
Hilton,Vitorino Hilton da Silva,36,77,
Y. Gourcuff,Yoann  Gourcuff,27,77,
Piti,Francisco Medina Luna,33,77,
Markel Bergara,Markel Bergara Larrañaga,28,77,
A. Granqvist,Andreas Granqvist,29,77,
M. Flamini,Mathieu Flamini,30,77,
S. Salihović,Sejad Salihović,29,77,
L. Biglia,Lucas Rodrigo Biglia,28,77,
Trashorras,Roberto Trashorras Gayoso,33,77,
F. Quagliarella,Fabio Quagliarella,31,77,
N. Lombaerts,Nicolas Lombaerts,29,77,
J. Clément,Jérémy Clément,29,77,
S. Sessègnon,Stéphane Sessègnon,30,77,
G. Pellè,Graziano Pellè,28,77,
M. Jansen,Marcell Jansen,28,77,
A. Johnson,Adam Johnson,26,77,
Jonathan,Jonathan Cícero Moreira,28,77,
P. Helmes,Patrick Helmes,30,77,
E. Viviano,Emiliano Viviano,28,77,
Rafinha,Márcio Rafael Ferreira de Souza,28,77,
K. Vermeer,Kenneth Vermeer,28,77,
José Enrique,José Enrique de la Sánchez Diaz,28,77,
D. Valeri,Diego Hernán Váleri,28,77,
L. Cigarini,Luca Cigarini,28,77,
Siqueira,Guilherme Magdalena Siqueira,28,77,
M. Erdinç,Mevlüt Erdinç,27,77,
P. Wernbloom,Pontus Wernbloom,28,77,
M. Berg,Marcus Berg,27,77,
A. Fernández,Augusto Matías Fernández,28,77,
Manuel da Costa,Manuel Marouan da Costa Trinidade,28,77,
B. Trémoulinas,Benoît Trémoulinas,28,77,
Rafinha,Rafael da Silva Francisco,30,77,
M. Biševac,Milan Biševac,30,77,
P. Osvaldo,Pablo Daniel Osvaldo,28,77,
D. Ya Konan,Didier Ya Konan,30,77,
Guilherme,Guilherme Alvim Marinato,28,77,
Luiz Adriano,Luiz Adriano de Souza da Silva,27,77,
M. Pereira,Maximiliano Pereira,30,77,
M. Parolo,Marco Parolo,29,77,
C. Yacob,Claudio Ariel Yacob,26,77,
E. Giaccherini,Emanuele Giaccherini,29,77,
S. Okazaki,岡崎 慎司,28,77,
S. La Cruz,Santana La Cruz,33,77,
J. Aranguren,Juande Aranguren,33,77,
D. Berardi,Domenico Berardi,19,87,
M. Icardi,Mauro Emanuel Icardi Rivero,21,86,
Lucas Piazon,Gustavo Lucas Domingues Piazon,20,86,
M. De Sciglio,Mattia De Sciglio,21,86,
M. Perin,Mattia Perin,21,85,
L. Kurzawa,Layvin Kurzawa,21,85,
Jorginho,Luiz Frello Filho Jorge,22,85,
B. Keita,Balde Diao Keita,19,85,
M. van Ginkel,Marco van Ginkel,21,84,
Fernando,Fernando Lucas Martins,22,84,
T. Hazard,Thorgan Hazard,21,84,
Dória,Matheus Dória Macedo,19,84,
M. Salah,Mohamed  Salah Ghaly,22,84,
I. Gueye,Idrissa Gana Gueye,24,83,
Mário Fernandes,Mário Figueira Fernandes,23,83,
G. Xhaka,Granit Xhaka,21,83,
L. Digne,Lucas Digne,20,83,
Jesé Rodríguez,Jesé Rodríguez Ruíz,21,83,
Bruma,Armindo Tué Na Bangna,19,83,
Bruno Fernandes,Bruno Miguel Borges Fernandes,19,83,
G. Rulli,Gerónimo Rulli,22,83,
N. Maksimović,Nikola Maksimović,22,83,
J. Dos Santos,Jonathan dos Santos Ramírez,24,82,
C. Erkin,Caner Erkin,25,82,
J. Rodwell,Jack Rodwell,23,82,
A. Ljajić,Adem Ljajić,22,82,
S. Caulker,Steven Caulker,22,82,
A. Potuk,Alper Potuk,23,82,
J. Geis,Johannes Geis,20,82,
A. Florenzi,Alessandro  Florenzi,23,82,
Rubén Pardo,Rubén Pardo Gutiérrez,21,82,
S. Umtiti,Samuel Umtiti,20,82,
A. Gómez,Alejandro Darío Gómez,26,81,
M. Yanga-M'Biwa,Mapou Yanga-M'Biwa,25,81,
Koo Ja Cheol,구자철 具滋哲,25,81,
L. Fer,Leroy Fer,24,81,
C. Smalling,Chris Smalling,24,81,
Álvaro Domínguez,Álvaro Domínguez Soto,25,81,
L. Kweuke,Léonard Kweuke,26,81,
Rômulo,Rômulo  Souza Orestes Caldeira,27,81,
Neto,Norberto Murara Neto,24,81,
M. Höger,Marco Höger,24,81,
Marc Bartra,Marc Bartra Aregall,23,81,
J. Clasie,Jordy Clasie,23,81,
H. Son,손흥민 孙兴慜,21,81,
C. Atsu,Christian Atsu,22,81,
Andrés Fernández,Andrés Eduardo Fernández Moreno,27,80,
E. Choupo-Moting,Jean-Eric Maxim Choupo-Moting,25,80,
S. Giovinco,Sebastian Giovinco,27,80,
R. Alessandrini,Romain Alessandrini,25,80,
A. Szalai,Ádám Szalai,26,80,
M. Wakaso,Mubarak Wakaso,23,80,
T. Heurtaux,Thomas Heurtaux,25,80,
A. Mehmedi,Admir Mehmedi,23,80,
Éder,Éderzito António Macedo Lopes,26,80,
Iago Aspas,Iago Aspas Juncal,26,80,
K. Manolas,Kostas Manolas,23,80,
P. Herrmann,Patrick Herrmann,23,80,
B. Stambouli,Benjamin Stambouli,23,80,
B. Natkho,Bibars Natkho,26,80,
V. Aboubakar,Vincent Paté Aboubakar,22,80,
A. Lopes,Anthony Lopes,23,80,
Casemiro,Carlos Henrique Venancio Casimiro,22,80,
Cédric,Cédric Ricardo Alves Soares,22,80,
V. Chiricheş,Vlad Chiricheş,24,80,
H. Herrera,Héctor Miguel Herrera López,24,79,
S. Bolat,Sinan Bolat,25,79,
Diego Capel,Diego Ángel Capel Trinidad,26,79,
V. Kavlak,Veli Kavlak,25,79,
S. Aigner,Stefan Aigner,26,79,
F. Lustenberger,Fabian Lustenberger,26,79,
J. De Guzmán,Jonathan  de Guzmán,26,79,
M. Harnik,Martin Harnik,27,79,
K. Grosicki,Kamil Grosicki,26,79,
Xavi Torres,Xavier Torres Buigues,27,79,
Y. Mulumbu,Youssouf Chafiq Mulumbu Ngangu,27,79,
I. Traoré,Ibrahima Traoré,26,79,
R. Neustädter,Roman Neustädter,26,79,
C. Träsch,Christian Träsch,26,79,
B. Ideye,Brown Ideye Aide,25,79,
B. Ecuélé Manga,Bruno Écuélé Manga,25,79,
B. Dost,Bas Dost,25,79,
Daniel Carriço,Daniel Filipe Martins Carriço,25,79,
T. Jantschke,Tony Jantschke,24,79,
F. Montero,Fredy Henkyer Montero Muñoz,26,79,
Pizzi,Luís Miguel Afonso Fernandes,24,79,
P. Wollscheid,Philipp Wollscheid,25,79,
M. Badelj,Milan Badelj,25,79,
E. Gülüm,Ersan Adem Gülüm,27,78,
M. Zárate,Mauro Matías Zárate,27,78,
D. Aogo,Dennis Aogo,27,78,
D. Gibson,Darron  Gibson,26,78,
S. Defour,Steven Defour,26,78,
E. Elia,Eljero Elia,27,78,
P. Tytoń,Przemysław Tytoń,27,78,
Antunes,Vitorino Gabriel  Pacheco Antunes,27,78,
Maurício,Maurício dos Santos Nascimento,25,78,
M. Isla,Mauricio Aníbal Isla Isla,26,78,
M. Suárez,Matías Ezequiel Suárez,26,78,
C. Diabaté,Cheick Tidiane Diabaté,26,78,
S. Rudy,Sebastian Rudy,24,78,
Sílvio,Sílvio Manuel Azevedo Ferreira Sá Pereira,26,78,
L. Sané,Ludovic Lamine Sané,27,78,
Adrián,Adrián San Miguel del Castillo,27,78,
D. Caligiuri,Daniel Caligiuri,26,78,
S. Fletcher,Steven Fletcher,27,77,
R. Shishkin,Roman Shishkin,27,77,
A. Guardado,José Andrés Guardado Hernández,27,77,
Bueno,Alberto  Bueno Calvo,26,77,
Henrique,Henrique Adriano Buss,27,77,
D. Tarasov,Dmitriy Tarasov,27,77,
A. Nyom,Allan-Roméo Nyom,26,77,
G. Medel,Gary Alexis Medel Soto,26,77,
Portillo,Francisco Portillo Soler,24,77,
J. Iličić,Josip Iličić,26,77,
M. Schwarzer,Mark Schwarzer,41,76,
Eliseu,Eliseu Pereira dos Santos,30,76,
S. Parker,Scott Parker,33,76,
R. Lambert,Rickie Lambert,32,76,
D. Kuyt,Dirk Kuijt,33,76,
N. Rimando,Nick Rimando,35,76,
Alan,Alan Osório da Costa Silva,34,76,
W. Samuel,Walter Adrián Samuel Luján,36,76,
R. Santa Cruz,Roque Luis Santa Cruz Cantero,32,76,
R. Márquez,Rafael Márquez Álvarez,35,76,
A. Ivanschitz,Andreas Ivanschitz,30,76,
J. Olsson,Jonas Olsson,31,76,
R. Schäfer,Raphael Schäfer,35,76,
K. Kuranyi,Kevin Kuranyi,32,76,
J. Heitinga,Johnny Heitinga,30,76,
F. Balmont,Florent Balmont,34,76,
T. Barnetta,Tranquillo Barnetta,29,76,
C. Ledesma,Cristian Daniel Ledesma,31,76,
Fernando Navarro,Fernando Navarro i Corbacho,32,76,
J. Valdés,Jaime Andrés Valdés Zapata,33,76,
A. Boruc,Artur Boruc,34,76,
T. Starke,Tom Starke,33,76,
A. Kerzhakov,Alexander Kerzhakov,31,76,
Jonatan Soriano,Jonatan Soriano Casas,28,76,
A. Meier,Alexander Meier,31,76,
N. Valdez,Nelson Antonio Haedo Valdez,30,76,
A. Koné,Arouna Koné,30,76,
S. Muntari,Sulley Ali Muntari,29,76,
Artur Moraes,Artur Guilherme Moraes Gusmão,33,76,
Sergio García,Sergio García de la Fuente,31,76,
G. Pazzini,Giampaolo Pazzini,29,76,
G. Johnson,Glen Johnson,29,76,
R. Huth,Robert Huth,29,76,
Amaya,Antonio Amaya Carazo,31,76,
B. Džemaili,Blerim Džemaili,28,76,
A. Domínguez,Alejandro Damián Domínguez,33,76,
P. Webó,Pierre Achille Webó Kouamo,32,76,
A. Orión,Agustín Ignacio Orión,33,76,
A. Pyatov,Andriy Pyatov,30,76,
G. Gönül,Gökhan Gönül,29,76,
Tito,Roberto Román Triguero,28,76,
Roberto,Roberto Fernández Alvarellos,35,76,
A. Dikan,Andriy Dikan,36,76,
V. Gabulov,Vladimir Gabulov,30,76,
V. Malafeev,Vyacheslav Malafeev,35,76,
A. Anyukov,Aleksandr Anyukov,31,76,
C. Maggio,Christian Maggio,32,76,
J. Drobný,Jaroslav Drobný,34,76,
H. Bedimo,Henri Bedimo Nsamè,30,76,
S. Davis,Steven Davis,29,76,
T. Sivok,Tomáš Sivok,30,76,
M. Sissoko,Mohamed Lamine Sissoko Gillan,29,76,
N. Kranjčar,Niko Kranjčar,29,76,
I. Afellay,Ibrahim Afellay,28,76,
O. Peralta,Oribe Peralta Morones,30,76,
L. Osman,Leon Osman,33,76,
D. Abraham,David Ángel Abraham,27,76,
S. Naismith,Steven Naismith,27,76,
A. Diaby,Vassiriki Abou Diaby,28,76,
M. Jarvis,Matt Jarvis,28,76,
Charles,Charles Dias De Oliveira,30,76,
Adriano,Adriano Correia Claro,29,76,
Valera,Juan Valera Espín,29,76,
D. Digard,Didier Digard,27,76,
F. Gago,Fernando Rubén Gago,28,76,
A. Kasaev,Alan Kasaev,28,76,
J. Vargas,Juan Manuel Vargas Risco,30,76,
F. Higuaín,Federico Fernando Higuaín,29,76,
Jardel,Jardel Nivaldo Vieira,28,76,
S. Ireland,Stephen  Ireland,27,76,
L. Schøne,Lasse Schøne,28,76,
Carlos Martínez,Carlos Martínez Díaz,28,76,
N. Moisander,Niklas Moisander,28,76,
I. Piatti,Ignacio Piatti,29,76,
Felipe Santana,Felipe Augusto Santana,28,76,
Weligton,Weligton Róbson Pena de Oliveira,34,76,
Nacho Monreal,Ignacio Monreal Eraso,28,76,
P. Cissé,Papiss Demba Cissé,29,76,
P. Diop,Papa Kouli Diop,28,76,
M. Sall,Moustapha Bayal Sall,28,76,
Ricardo,Ricardo Jorge Novo Nunes,31,76,
C. Sánchez,Carlos Sánchez,28,76,
M. Abdellaoue,Mohammed Abdellaoue,28,76,
C. Noboa,Christian Fernando Noboa Tello,29,76,
Wanderson,Francisco Wanderson do Carmo Carneiro,28,76,
O. Alonso,Osvaldo Alonso Moreno,28,76,
N. Al Shamrani,Nasser Ali Al Shamrani,30,76,
D. Subašić,Danijel Subašić,29,76,
Y. Nagatomo,長友 佑都,27,76,
M. Dević,Marko Dević,30,76,
N. Veldevés,Nestor Veldevés,31,76,
Hernane,Hernane Vidal de Souza,28,76,
P. Pérez,Pablo Pérez,28,76,
A. Januzaj,Adnan Januzaj,19,87,
M. Meyer,Maximilian Meyer,18,87,
L. Shaw,Luke Shaw,18,86,
M. Kovačić,Mateo Kovačić,20,86,
A. Correa,Ángel Correa,19,86,
D. Origi,Divock Origi,19,85,
F. Đuričić,Filip Đuričić,22,84,
Sergi Roberto,Sergio Roberto Carnicer,22,84,
V. Fischer,Viktor Fischer,20,84,
J. Boëtius,Jean-Paul Boëtius,20,84,
I. Hajrović,Izet Hajrović,22,83,
Rômulo,Rômulo Borges Monteiro,23,83,
A. Maher,Adam Maher,20,83,
S. Zaza,Simone Zaza,23,83,
M. Batshuayi,Michy Batshuayi Tunga,20,83,
J. Campbell,Joel Nathaniel Campbell Samuels,22,83,
F. Schär,Fabian Schär,22,83,
André Gomes,André Filipe Tavares Gomes,20,83,
M. Lestienne,Maxime Lestienne,22,82,
J. Ananidze,Jano Ananidze,21,82,
Hugo Mallo,Hugo Mallo Novegil,23,82,
M. Gabbiadini,Manolo Gabbiadini,22,82,
A. Musa,Ahmed Musa,21,82,
D. Klaassen,Davy Klaassen,21,82,
M. Arnold,Maximilian Arnold,20,82,
E. Álvarez Balanta,Éder Fabián Álvarez Balanta,21,82,
F. Delph,Fabian Delph,24,81,
A. Paloschi,Alberto Paloschi,24,81,
Marlos,Marlos Romero Bonfim,26,81,
A. Dragović,Aleksandar Dragović,23,81,
N. Clyne,Nathaniel Edwin Clyne,23,81,
S. Taïder,Saphir Sliti Taïder,22,81,
B. Martins Indi,Bruno Martins Indi,22,81,
F. Ghoulam,Faouzi Ghoulam,23,81,
O. Onazi,Ogenyi Eddy Onazi,21,81,
R. Knoche,Robin Knoche,22,81,
L. Bittencourt,Leonardo Bittencourt,20,81,
V. Germain,Valère Germain,24,81,
V. Ibarbo,Segundo Víctor Ibarbo Guerrero,24,81,
M. Jojić,Miloš Jojić,22,81,
F. Forster,Fraser Forster,26,80,
P. Hetemaj,Perparim Hetemaj,27,80,
F. Caicedo,Felipe Salvador Caicedo Corozo,25,80,
T. Necid,Tomáš  Necid,24,80,
M. Sissoko,Moussa Sissoko,24,80,
J. Kana-Biyik,Jean-Armel Kana-Biyik,24,80,
Yoel,Yoel Rodríguez Oterino,25,80,
F. Tabanou,Franck Tabanou,25,80,
G. Fofana,Gueïda Fofana,23,80,
A. McCarthy,Alex McCarthy,24,80,
L. de Jong,Luuk de Jong,23,80,
S. Corchia,Sébastien Corchia,23,80,
W. Khazri,Wahbi Khazri,23,80,
I. Fetfatzidis,Ioannis Fetfatzidis,23,80,
Jonathan Viera,Jonathan Viera Ramos,24,80,
André Martins,André Renato Soares Martins,24,80,
G. Kondogbia,Geoffrey Kondogbia,21,80,
Luís Neto,Luís Carlos Novo Neto,26,80,
L. Ocampos,Lucas Ocampos,19,80,
J. Veltman,Joël Veltman,22,80,
C. Vargas,Camilo Andrés Vargas Gil,25,80,
Z. Kuzmanović,Zdravko Kuzmanović,26,79,
J. Rodriguez,Jay Rodriguez,24,79,
V. Moses,Victor Moses,23,79,
T. Kraft,Thomas Kraft,25,79,
H. Nordtveit,Håvard Nordtveit,24,79,
Y. Mollo,Yohan Mollo,24,79,
Fabiano,Fabiano Ribeiro de Freitas,26,79,
F. Borini,Fabio Borini,23,79,
F. Di Santo,Franco Matías Di Santo,25,79,
F. Djordjevic,Filip Đorđević,26,79,
Jefferson,Jefferson Moreira Nascimento,25,79,
D. Janmaat,Daryl Janmaat,24,79,
Douglas,Douglas Franco Teixeira,26,79,
M. Sau,Marco Sau,26,79,
V. Wanyama,Victor Wanyama,23,79,
Candeias,Daniel João Santos Candeias,26,79,
F. Rossi,Fausto Rossi,23,79,
Xandão,Alexandre Luiz Reame,26,79,
L. Narsingh,Luciano Narsingh,23,79,
M. Braithwaite,Martin Braithwaite,23,79,
Juan Dominguez,Juan Domínguez Lamas,24,79,
Tomás Pina,Tomás Pina Isla,26,79,
Montañés,Francisco Montañés Claverías,27,79,
A. Mandi,Aïssa Mandi,22,79,
V. van Dijk,Virgil van Dijk,22,79,
O. Niasse,El-Hadji Baye Oumar Niasse,24,79,
N. Ghilas,Nabil Ghilas,24,79,
Víctor Rodríguez,Víctor Rodríguez Romero,24,79,
T. Huddlestone,Tom Huddlestone,27,78,
L. Cattermole,Lee  Cattermole,26,78,
J. Cork,Jack Cork,25,78,
Z. Junuzović,Zlatko Junuzović,26,78,
W. Reid,Winston  Reid,25,78,
L. Fejsa,Ljubomir Fejsa,25,78,
Maicon,Maicon Marques Bittencourt,24,78,
B. Oczipka,Bastian Oczipka,25,78,
D. Santon,Davide Santon,23,78,
Bamba Anderson,Anderson Soares de Oliveira,26,78,
J. Baumgartlinger,Julian Baumgartlinger,26,78,
M. Schmiedebach,Manuel Schmiedebach,25,78,
Y. El Arabi,Youssef El Arabi,27,78,
A. Finnbogason,Alfreð Finnbogason,25,78,
Mexer,Edson Andre Sitoe,25,78,
Josué,Josué Filipe Soares Pesqueira,23,78,
A. Marchesín,Agustín Marchesín,26,78,
J. Schmid,Jonathan Schmid,24,78,
Aleix,Aleix Vidal Parreu,24,78,
K. Bellarabi,Karim Bellarabi,24,78,
Edenílson,Edenílson Andrade dos Santos,24,78,
Diogo Figueiras,Diogo José Rosário Gomes Figueiras,22,78,
H. Kiyotake,清武 弘嗣,24,78,
A. Hahn,André Hahn,23,78,
I. Slimani,Islam Slimani,26,78,
Derley,Vanderley Dias Marinho,26,78,
A. Mierzejewski,Adrian Mierzejewski,27,77,
N. Onuoha,Chinedum Onuoha,27,77,
S. Gakpé,Serge Gakpé,27,77,
D. Wass,Daniel Wass,25,77,
Alex López,Alejandro López Sánchez,26,77,
P. Velthuizen,Piet Velthuizen,27,77,
C. Chantôme,Clément Chantôme,26,77,
D. Schwaab,Daniel Schwaab,25,77,
A. Bjelland,Andreas Bjelland,25,77,
J. Forlin,Juan Daniel Forlín,26,77,
J. Hegeler,Jens Hegeler,26,77,
R. Ruiter,Robbin Ruiter,27,77,
Víctor Pérez,Víctor Pérez Alonso,26,77,
Leonardo,Leonardo Rodriguez Pereira,27,77,
R. Álvarez,Ricardo Gabriel Álvarez,26,77,
M. Noble,Mark Noble,27,76,
N. Bendtner,Nicklas Bendtner,26,76,
S. Long,Shane  Long,27,76,
M. Lustig,Mikael Lustig,27,76,
S. Prödl,Sebastian Prödl,27,76,
M. Diakité,Modibo Diakité,27,76,
Eder,Eder Citadin Martins,27,76,
C. Kaboré,Charles Kaboré,26,76,
B. Bannan,Barry Bannan,24,76,
D. Glushakov,Denis Glushakov,27,76,
P. Pekarík,Peter Pekarík,27,76,
D. Pabón,Dorlan Pabón,26,76,
E. Gigliotti,Emmanuel Gigliotti,27,76,
M. Casco,Milton Casco,26,76,
C. Abbiati,Christian Abbiati,36,75,
J. O'Shea,John  O'Shea,33,75,
W. Brown,Wes Brown,34,75,
Hélder Postiga,Hélder Manuel Marques Postiga,31,75,
D. Pizarro,David Marcelo Pizarro Cortes,34,75,
D. Bonera,Daniele Bonera,33,75,
M. Essien,Michaël Essien,31,75,
E. Moretti,Emiliano Moretti,33,75,
J. Speroni,Julián Speroni,35,75,
E. Didot,Étienne Didot,30,75,
M. Domizzi,Maurizio Domizzi,34,75,
P. Crouch,Peter Crouch,33,75,
K. Nolan,Kevin  Nolan,32,75,
H. Westermann,Heiko Westermann,30,75,
W. Routledge,Wayne Routledge,29,75,
K. Commons,Kris Commons,30,75,
R. Green,Robert Green,34,75,
S. Pepe,Simone Pepe,30,75,
Borja Oubiña,Borja Oubiña Meléndez,32,75,
Corominas,Ferrán Corominas Telechea,31,75,
S. Riether,Sascha Riether,31,75,
R. Cohade,Renaud Cohade,29,75,
N. Noveski,Nikolče Noveski,35,75,
A. Tymoshchuk,Anatoliy Tymoshchuk,35,75,
M. Agazzi,Michael Agazzi,29,75,
L. Andreasen,Leon Andreasen,31,75,
E. Eboué,Emmanuel Eboué,31,75,
M. Chamakh,Marouane Chamakh,30,75,
S. Sidwell,Steve Sidwell,31,75,
D. Perquis,Damien Perquis,30,75,
S. Schaars,Stijn Schaars,30,75,
M. Ciani,Michaël Ciani,30,75,
Y. Jouffre,Yann Jouffre,29,75,
L. Obraniak,Ludovic Obraniak,29,75,
J. Barton,Joey  Barton,31,75,
D. Fletcher,Darren  Fletcher,30,75,
G. Lux,Germán Darío Lux,32,75,
D. Díaz,Daniel Alberto Díaz,34,75,
L. Britton,Leon Britton,31,75,
D. Marshall,David Marshall,29,75,
E. Abidal,Eric-Sylvain Bilal Abidal,34,75,
M. Barovero,Marcelo Barovero,30,75,
L. Romagnoli,Leandro Atilio Romagnoli,33,75,
D. Colotto,Diego Daniel Colotto,33,75,
S. Domínguez,Sebastián Enrique Domínguez,33,75,
B. İrtegün,Bekir İrtegün,30,75,
G. Zan,Gökhan Zan,32,75,
Lafita,Ángel Lafita Castillo,29,75,
Manu Del Moral,Manuel Del Moral Fernández,30,75,
Miguel Flaño,Miguel Flaño Bezunartea,29,75,
S. Ryzhikov,Sergey Ryzhikov,33,75,
A. Arshavin,Andrey Arshavin,33,75,
V. Bystrov,Vladimir Bystrov,30,75,
Z. Karcemarskas,Žydrūnas Karčemarskas,31,75,
W. Hoolahan,Wes Hoolahan,32,75,
D. Salpingidis,Dimitris Salpingidis,32,75,
P. Ochs,Patrick Ochs,30,75,
C. Jallet,Christophe Jallet,30,75,
A. Tettey,Alexander Banor Tettey,28,75,
M. Williamson,Mike Williamson,30,75,
D. Cvitanich,Darío Cvitanich,30,75,
Àngel Rangel,Àngel Rangel Zaragoza,31,75,
M. Schäfer,Marcel Schäfer,30,75,
J. Villar,Justo Wilmar Villar Viveros,37,75,
Ederson,Ederson Honorato Campos,28,75,
J. Corona,José de Jesús Corona Rodríguez,33,75,
J. Arango,Juan Fernando Arango Sáenz,34,75,
A. Nocerino,Antonio Nocerino,29,75,
E. Zengin,Erkan Zengin,28,75,
S. Taylor,Steven  Taylor,28,75,
Jurado,José Manuel Jurado Marín,28,75,
A. Romao,Jacques-Alaixys Romao,30,75,
M. Krohn-Dehli,Michael Krohn-Dehli,31,75,
F. Clerc,François Clerc,31,75,
A. Konko,Abdoulay Konko,30,75,
O. Kucher,Oleksandr Kucher,31,75,
C. Davies,Curtis  Davies,29,75,
Cobeño,David Cobeño Iglesias,32,75,
L. Fabiański,Łukasz Fabiański,29,75,
S. M'Bia,Stéphane M'Bia Etoundi,28,75,
C. N'Zogbia,Charles N'Zogbia,28,75,
E. Polanski,Eugen Polanski,28,75,
E. Scarione,Ezequiel Oscar Scarione,28,75,
Danilo,Danilo Larangeira,30,75,
D. Basta,Dušan Basta,29,75,
M. Amalfitano,Morgan Amalfitano,29,75,
Ari,Ariclenes Da Silva Ferreira,28,75,
J. Nekounam,Javad Nekounam,33,75,
L. N'Guemo,Landry Joel  Tsafack N'Guémo,28,75,
José Fonte,José Miguel da Rocha Fonte,30,75,
I. Scocco,Ignacio Martín Scocco,29,75,
De la Bella,Alberto De La Bella Madureño,28,75,
Zurutuza,David Zurutuza Veillet,27,75,
Javi Varas,Javier Varas Herrera,31,75,
O. Vizcarrondo,Oswaldo Augusto Vizcarrondo Araújo,30,75,
V. Birsa,Valter Birsa,27,75,
N. Guzmán,Nahuel Ignacio Guzmán,28,75,
H. Medunjanin,Haris Medunjanin,29,75,
A. Matri,Alessandro Matri,29,75,
Sergio Sánchez,Sergio Sánchez Ortega,28,75,
L. Nguyen,Lee Nguyen,27,75,
H. Hosogai,细贝 萌,28,75,
M. Jedinák,Mile Jedinák,29,75,
A. Rukavina,Antonio Rukavina,30,75,
L. Barrios,Lucas Barrios,29,75,
Vagner,Vagner da Silva,28,75,
Marquinho,Marco Antônio de Mattos Filho,27,75,
J. Morales,Javier Morales,34,75,
A. Chahechouhe,Aatif Chahechouhe,27,75,
M. Britos,Miguel Ángel Britos Cabrera,28,75,
Rúben Micael,Rúben Micael  Freitas da Ressurreição,27,75,
Z. Brkić,Željko Brkić,27,75,
E. Paredes,Esteban Paredes,33,75,
T. Gutiérrez,Teófilo Gutiérrez,29,75,
C. Kerbrat,Christophe Kerbrat,27,75,
L. Barrogios,Luis Barrogios,30,75,
S. Torrico,Sebastián Alberto Torrico,34,75,
J. Ward-Prowse,James  Ward-Prowse,19,85,
Óliver Torres,Óliver Torres Muñoz,19,85,
A. Mitrović,Aleksandar Mitrović,19,85,
R. Morrison,Ravel Morrison,21,84,
M. Niang,M'Baye Babacar Niang,19,84,
K. Zouma,Kurt Happy Zouma,19,84,
Suso,Jesús Fernández Sáez,20,83,
T. Kongolo,Terence Kongolo,20,83,
N. López,Nicolás Federico López Alonso,20,83,
E. Can,Emre Can,20,83,
Fred,Frederico R. de Paula Santos,21,83,
Carles Gil,Carles Gil d. Vicent,21,83,
R. Bürki,Roman Bürki,23,82,
A. Townsend,Andros Townsend,22,82,
A. Rüdiger,Antonio Rüdiger,21,82,
Moi Gómez,Moisés Gómez Bordonado,20,82,
Saúl,Saúl Ñíguez Esclápez,19,82,
H. Ziyech,Hakim Ziyech,21,82,
Gayà,José Luís Gayà Peña,19,82,
Carlos Mané,Carlos Manuel Cardoso Mané,20,82,
F. Cartabia,Federico Nicolás Cartabia,21,82,
H. Seferović,Haris Seferović,22,81,
T. Kalas,Tomáš Kalas,21,81,
O. John,Ola John,22,81,
